CustomerID,Age,Gender,City,AnnualIncome,MembershipTier,PreferredChannel,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketValue,Segment,PC1,PC2,SegmentName
CUST-10877,41.0,Male,Miami,36182.58,Silver,Online,2,46,2,156.29,28.79,0,-1.8263285220649483,0.32521651691761994,New / Low-Engagement
CUST-10423,33.0,Male,Portland,94379.45,Gold,Online,35,6,37,4523.76,104.21,2,2.609352705324091,-1.44368523227113,High-Value Loyalists
CUST-11024,26.0,Non-Binary,Houston,34828.75,Silver,In-Store,20,24,20,1155.67,33.73,3,-0.6878567635167654,-1.3294283888420555,Young Digital Shoppers
CUST-10513,45.0,Female,Chicago,89055.48,Platinum,Online,39,11,28,5210.95,112.96,2,2.85031099216983,-0.8057223998012961,High-Value Loyalists
CUST-10853,18.0,Female,Los Angeles,45286.41,Gold,In-Store,3,83,2,53.58,78.74,0,-2.5402067727514424,0.8289264580821563,New / Low-Engagement
CUST-11184,19.0,Male,Boston,46426.61,Basic,Online,5,15,8,867.73,35.15,3,-1.5068290244525964,-0.7120559377635661,Young Digital Shoppers
CUST-10510,38.0,Female,Denver,59495.28,Basic,Online,48,6,33,3680.21,147.46,2,2.291727043219118,-1.5572105844182214,High-Value Loyalists
CUST-11002,18.0,Female,Houston,45652.76,Gold,Mobile App,25,12,12,1322.9,34.86,3,-0.7695947157942301,-1.2064361478313546,Young Digital Shoppers
CUST-10993,30.0,Male,Portland,32356.07,Basic,In-Store,6,46,2,134.65,60.78,0,-2.012279656996041,0.17974985497755297,New / Low-Engagement
CUST-11095,29.0,Female,Atlanta,47530.3,Basic,Online,6,16,22,1103.99,60.94,3,-0.5846601541853744,-1.068536122854089,Young Digital Shoppers
CUST-10132,27.0,Female,New York,31497.81,Basic,In-Store,44,29,8,581.75,27.26,4,-0.8070221086175119,-1.0181960579729383,Budget Shoppers
CUST-10711,50.0,Female,Los Angeles,141388.97,Basic,Mobile App,17,49,3,1982.26,385.87,1,1.549423109454652,3.092821355539285,Occasional Big Spenders
CUST-11015,21.0,Male,Chicago,42412.1,Silver,In-Store,7,13,21,644.83,29.24,3,-1.0770688856478332,-1.416686757308507,Young Digital Shoppers
CUST-10786,29.0,Female,Seattle,24317.37,Silver,Online,4,21,0,141.18,37.53,3,-2.0981639984499694,-0.3141504967450888,Young Digital Shoppers
CUST-10231,24.0,Female,Austin,47693.575,Basic,In-Store,70,45,17,480.06,14.88,4,0.03295534487309399,-1.3989141969535377,Budget Shoppers
CUST-10842,33.0,Male,Los Angeles,39010.64,Platinum,Online,3,58,2,52.75,25.44,0,-2.127488705895652,0.38638533490726024,New / Low-Engagement
CUST-10061,32.0,Female,Miami,40013.4,Silver,Online,59,24,24,644.9,16.06,4,0.37416221536358074,-1.8826984498053245,Budget Shoppers
CUST-10912,55.0,Female,Houston,52650.34,Basic,Mobile App,2,94,2,175.71,8.93,0,-1.6842808547934458,1.4439711651068683,New / Low-Engagement
CUST-10383,45.0,Female,Phoenix,90231.74,Basic,In-Store,26,13,19,5786.21,180.62,2,2.582962759389132,0.10404138492857323,High-Value Loyalists
CUST-10214,46.0,Male,Austin,35205.8,Basic,Mobile App,54,29,13,652.69,39.47,4,0.21198652815789712,-0.9454490520599521,Budget Shoppers
CUST-10755,30.0,Female,Miami,62383.43,Basic,In-Store,1,48,2,124.36,70.86,0,-1.7427223118794375,0.6719623887856047,New / Low-Engagement
CUST-11094,20.0,Female,Portland,49451.45,Silver,In-Store,16,6,16,776.56,29.15,3,-0.8774084922567306,-1.3313727387458827,Young Digital Shoppers
CUST-10310,20.0,Male,Atlanta,35419.71,Gold,Online,14,10,15,527.65,29.46,3,-1.250842242501862,-1.364813778655131,Young Digital Shoppers
CUST-10737,18.0,Male,Houston,135262.42,Platinum,Online,28,92,6,1627.79,340.42,1,0.37496645958524055,2.690593986373248,Occasional Big Spenders
CUST-10039,37.0,Male,Seattle,51322.29,Gold,Online,25,18,14,790.74,30.73,4,-0.3465694425218753,-0.8291425406517805,Budget Shoppers
CUST-10501,39.0,Male,Portland,97921.23,Basic,Online,64,14,37,5064.33,188.16,2,3.7949090294558823,-1.148414252342172,High-Value Loyalists
CUST-10675,41.0,Male,Austin,118097.97,Basic,In-Store,1,57,4,2612.71,445.12,1,0.9506352892723157,3.1807079930381867,Occasional Big Spenders
CUST-10110,63.0,Male,Austin,34081.27,Gold,In-Store,44,37,9,528.59,22.84,4,0.14157460373602904,-0.30594593324284125,Budget Shoppers
CUST-10073,42.0,Female,Atlanta,45125.02,Silver,Online,35,33,12,622.97,34.54,4,-0.30004904757332596,-0.5849453399866769,Budget Shoppers
CUST-11085,26.0,Female,Miami,37556.44,Silver,Online,26,10,15,854.46,35.54,3,-0.6624162177188999,-1.3485773371763603,Young Digital Shoppers
CUST-10437,45.0,Female,Miami,132160.47,Platinum,Mobile App,48,12,38,3953.48,122.56,2,3.557803129662468,-0.8114585138358483,High-Value Loyalists
CUST-10835,32.0,Non-Binary,Austin,53971.08,Basic,Online,5,50,2,63.31,54.16,0,-1.7790719469604026,0.519725467373711,New / Low-Engagement
CUST-10895,42.0,Male,Houston,15000.0,Silver,Online,7,19,2,149.83,55.39,4,-1.663366741258326,-0.28633496441542483,Budget Shoppers
CUST-10111,33.0,Male,New York,37903.26,Basic,Online,26,42,14,1026.45,31.32,3,-0.7277453384913445,-0.6842002615373448,Young Digital Shoppers
CUST-10555,38.0,Male,Austin,102559.34,Silver,Online,65,14,47,3152.36,184.01,2,3.5640387461402216,-1.6152492493848492,High-Value Loyalists
CUST-10486,49.0,Male,Phoenix,81170.48,Gold,Mobile App,47,5,28,4617.45,207.93,2,3.1258196541698466,-0.6173790039432161,High-Value Loyalists
CUST-11107,24.0,Male,Miami,42351.7,Silver,Online,16,11,20,997.54,40.37,3,-0.6647194719614068,-1.406831121392263,Young Digital Shoppers
CUST-10796,20.0,Male,Houston,56959.1,Platinum,In-Store,3,94,1,131.1,42.63,0,-2.5253737493550497,1.0717126893658941,New / Low-Engagement
CUST-10154,45.0,Female,Chicago,32652.07,Gold,Online,44,47,10,854.99,27.03,4,-0.2989279798813453,-0.5014074719460024,Budget Shoppers
CUST-10727,48.0,Male,Denver,104421.63,Platinum,Online,41,18,6,2929.0,494.74,1,2.5122656760450988,2.168972401216139,Occasional Big Spenders
CUST-10652,63.0,Female,Chicago,130008.37,Platinum,Online,24,15,4,1825.24,382.66,1,2.1833510710079342,2.4957830049727554,Occasional Big Spenders
CUST-10046,21.0,Female,Denver,50569.85,Gold,In-Store,37,26,16,677.9,29.46,3,-0.5506742890519701,-1.2253161403257897,Young Digital Shoppers
CUST-11130,20.0,Male,Chicago,55053.4,Basic,Mobile App,15,17,5,810.63,57.13,3,-1.2259118733524064,-0.4419228883824822,Young Digital Shoppers
CUST-10548,39.0,Male,Denver,105739.24,Gold,In-Store,30,7,28,6278.67,132.85,2,3.1195514380925142,-0.5800135576951688,High-Value Loyalists
CUST-11183,29.0,Non-Binary,Boston,43328.85,Basic,In-Store,10,12,14,313.69,28.44,3,-1.122277581333578,-0.9949949856542654,Young Digital Shoppers
CUST-10931,34.0,Female,Los Angeles,56560.9,Basic,Online,6,43,3,87.91,14.83,0,-1.6597440572657878,0.2474934390088549,New / Low-Engagement
CUST-10683,41.0,Male,Seattle,106398.26,Gold,In-Store,27,49,2,1879.02,410.18,1,1.0811027403324598,2.553044896599599,Occasional Big Spenders
CUST-10173,41.0,Female,Los Angeles,36544.57,Silver,In-Store,45,44,13,623.47,29.87,4,-0.2742126584912413,-0.7126190587618818,Budget Shoppers
CUST-11126,18.0,Male,Portland,44015.28,Basic,Mobile App,2,12,20,917.97,28.82,3,-1.192077804735747,-1.3608343661707338,Young Digital Shoppers
CUST-10747,24.0,Male,Portland,41428.23,Basic,In-Store,1,41,3,170.64,51.83,0,-2.10793779671592,0.07853992193088025,New / Low-Engagement
CUST-11098,20.0,Female,Portland,32000.52,Basic,Online,17,17,23,391.37,30.92,3,-1.0482531485368627,-1.6986126954450644,Young Digital Shoppers
CUST-10839,18.0,Female,Atlanta,61987.78,Basic,Mobile App,7,78,3,24.98,67.2,0,-2.1948724029830897,0.8062789692970184,New / Low-Engagement
CUST-10175,34.0,Female,Austin,32581.2,Basic,In-Store,40,9,11,1246.17,23.33,4,-0.21587032048292867,-1.3122473945888784,Budget Shoppers
CUST-10124,47.0,Male,Boston,42114.15,Platinum,In-Store,32,41,12,720.96,26.4,4,-0.32723958365990125,-0.40677346936089964,Budget Shoppers
CUST-10449,59.0,Male,Miami,82161.28,Gold,Mobile App,60,6,29,781.04,155.27,2,2.364245542791049,-0.8532869238817283,High-Value Loyalists
CUST-10636,50.0,Male,Austin,47693.575,Basic,Online,28,103,5,1773.6,485.19,1,0.3913193965535256,3.0334613089495215,Occasional Big Spenders
CUST-10350,57.0,Male,Phoenix,83793.84,Silver,Mobile App,41,14,42,4011.34,76.25,2,3.137237114998459,-1.454934377045711,High-Value Loyalists
CUST-10040,48.0,Female,Phoenix,46882.26,Gold,In-Store,55,26,18,1073.95,43.42,4,0.7826429847324924,-1.047095083561157,Budget Shoppers
CUST-10253,40.0,Female,Portland,52380.75,Basic,In-Store,7,25,15,534.04,23.73,3,-0.7931604143695445,-0.5213861506371134,Young Digital Shoppers
CUST-11136,28.0,Female,Portland,34384.82,Gold,Online,13,10,5,1204.69,37.4,3,-1.17708091669287,-0.7224975355879152,Young Digital Shoppers
CUST-10916,44.0,Male,Atlanta,59027.56,Silver,In-Store,1,76,2,210.56,83.05,0,-1.585899220063578,1.371474568028087,New / Low-Engagement
CUST-10950,22.0,Female,Seattle,37763.28,Silver,In-Store,1,57,4,132.17,68.85,0,-2.282024930794237,0.28082779550629894,New / Low-Engagement
CUST-11171,27.0,Female,Atlanta,43339.4,Basic,In-Store,10,19,17,1158.02,9.52,3,-0.901884763360686,-1.136131761480137,Young Digital Shoppers
CUST-11099,25.0,Female,New York,31826.14,Basic,Mobile App,14,22,20,506.11,35.14,3,-1.083122079131525,-1.3408676989533541,Young Digital Shoppers
CUST-10314,44.0,Female,Denver,48037.31,Platinum,In-Store,30,27,5,870.53,39.0,4,-0.42480816960802914,-0.20487145883145416,Budget Shoppers
CUST-10267,42.0,Male,Seattle,28619.85,Silver,Online,27,17,16,591.07,25.55,4,-0.4528056117940502,-1.1704790489397228,Budget Shoppers
CUST-10235,30.0,Male,Boston,15000.0,Basic,Online,48,28,7,594.45,17.57,4,-0.8876834279401491,-1.2207385459844722,Budget Shoppers
CUST-10150,55.0,Female,New York,40950.15,Basic,In-Store,45,21,21,572.53,32.14,4,0.6219910318391059,-1.151449132033685,Budget Shoppers
CUST-10291,20.0,Male,Portland,15000.0,Platinum,Mobile App,27,34,7,387.64,28.03,3,-1.7385151533772585,-1.0089864745760155,Young Digital Shoppers
CUST-10715,40.0,Male,Houston,112403.34,Gold,Online,32,48,4,1681.76,401.82,1,1.2398180563111607,2.4034043067358892,Occasional Big Spenders
CUST-11086,23.0,Female,Austin,37278.55,Basic,Mobile App,14,17,19,839.33,51.74,3,-0.9126844566594969,-1.2709889018535199,Young Digital Shoppers
CUST-10205,69.0,Male,Austin,50318.07,Basic,Online,28,39,23,657.14,7.32,4,0.6130035261516616,-0.5128409751765608,Budget Shoppers
CUST-10374,54.0,Male,Austin,64300.25,Silver,Online,67,1,27,4573.99,113.39,2,3.271797681703164,-1.3856864400197886,High-Value Loyalists
CUST-10809,41.0,Female,Houston,60445.43,Silver,Online,6,50,1,142.33,45.74,0,-1.458221205722659,0.7517906289375202,New / Low-Engagement
CUST-10293,48.0,Male,Atlanta,47293.81,Platinum,In-Store,21,25,10,913.02,21.08,4,-0.3726638993826871,-0.3828446342332274,Budget Shoppers
CUST-10177,53.0,Female,Portland,44938.15,Basic,In-Store,13,22,10,731.86,48.58,4,-0.4207429318206757,-0.16314341714044853,Budget Shoppers
CUST-10947,31.0,Female,New York,41017.08,Gold,Online,4,103,1,174.14,36.27,0,-2.4837478463639404,1.175260435939488,New / Low-Engagement
CUST-10536,80.0,Female,New York,89188.54,Silver,Online,44,7,22,4228.02,169.56,2,3.5574527246789516,0.19567058708513674,High-Value Loyalists
CUST-10148,38.0,Non-Binary,Boston,36919.43,Platinum,In-Store,52,23,18,799.79,22.55,4,0.20214803573421278,-1.4412166501828403,Budget Shoppers
CUST-10399,40.0,Male,Seattle,140763.35,Basic,In-Store,58,11,34,1763.65,121.51,2,2.918183856916002,-0.7513194044460849,High-Value Loyalists
CUST-10698,46.0,Female,Phoenix,131698.69,Silver,Online,1,66,3,1094.75,324.75,1,0.3702040224181919,3.1017927471549087,Occasional Big Spenders
CUST-11124,38.0,Female,Seattle,55267.43,Basic,Online,28,16,20,737.69,19.39,4,-0.019342946688165615,-1.1615308456292377,Budget Shoppers
CUST-10618,60.0,Female,Chicago,141448.91,Basic,Online,4,100,4,1617.26,507.19,1,1.2909814719707047,4.6988105943939384,Occasional Big Spenders
CUST-10404,65.0,Male,Atlanta,99173.45,Silver,Mobile App,59,14,22,7310.47,112.41,2,4.433297742828723,-0.2388771847053258,High-Value Loyalists
CUST-10964,27.0,Male,Los Angeles,56610.13,Gold,In-Store,5,88,0,95.38,86.47,0,-2.1854586285618782,1.3026833087277312,New / Low-Engagement
CUST-10880,18.0,Female,Houston,35136.44,Basic,In-Store,2,82,2,106.57,53.0,0,-2.727497799183309,0.5937082505742909,New / Low-Engagement
CUST-10069,63.0,Female,Seattle,39864.46,Basic,Online,33,20,11,719.75,38.13,4,0.2719485113828671,-0.40781421676598584,Budget Shoppers
CUST-10655,39.0,Female,Atlanta,145719.16,Platinum,Online,19,75,6,2751.43,385.22,1,1.4846536243695587,3.2056630584473047,Occasional Big Spenders
CUST-10367,44.0,Female,Los Angeles,74079.11,Silver,In-Store,73,10,52,3123.05,107.25,2,3.56592558159348,-2.57128432867872,High-Value Loyalists
CUST-11112,24.0,Female,Austin,33987.47,Platinum,Online,15,31,10,987.78,30.72,3,-1.3355682107768487,-0.7483671221034973,Young Digital Shoppers
CUST-11051,24.0,Male,Boston,23621.5,Silver,In-Store,13,24,20,1343.2,31.68,3,-0.9904888756726699,-1.4245559942288384,Young Digital Shoppers
CUST-10604,59.0,Male,Los Angeles,98663.09,Platinum,In-Store,12,87,3,1714.79,513.8,1,1.0278998963727775,3.9447874652999073,Occasional Big Spenders
CUST-10129,43.0,Female,Phoenix,58410.67,Silver,Online,11,33,16,759.12,16.64,4,-0.5191837836829686,-0.39295157655700835,Budget Shoppers
CUST-10451,44.0,Female,Seattle,102234.45,Gold,Mobile App,60,6,29,4761.37,136.13,2,3.4622999794647944,-0.9391329304510049,High-Value Loyalists
CUST-10680,53.0,Female,Chicago,97658.04,Gold,Mobile App,11,64,4,3563.61,423.55,1,1.4469294721817043,3.049375123269981,Occasional Big Spenders
CUST-10071,51.0,Male,Chicago,37027.16,Gold,Mobile App,40,12,18,555.71,23.96,4,0.2954843518363066,-1.2467034836518485,Budget Shoppers
CUST-10995,30.0,Female,Denver,68839.55,Silver,In-Store,10,55,3,22.95,64.4,0,-1.5252285035111524,0.6812744933616502,New / Low-Engagement
CUST-11141,22.0,Female,Austin,40688.25,Silver,Mobile App,20,13,32,1230.55,30.4,3,-0.19702288352530942,-2.080497862828079,Young Digital Shoppers
CUST-11034,27.0,Male,Portland,30424.74,Basic,In-Store,14,9,28,957.65,21.44,3,-0.5452392635209619,-1.9626116889099667,Young Digital Shoppers
CUST-10347,46.0,Female,New York,97828.03,Basic,In-Store,39,8,39,3817.38,175.78,2,3.0899679334810477,-0.9846476586475675,High-Value Loyalists
CUST-10988,38.0,Female,Denver,55503.44,Silver,Online,6,64,2,97.06,34.86,0,-1.7268478355751251,0.7708042323339044,New / Low-Engagement
CUST-10393,31.0,Male,Houston,86844.58,Silver,Online,46,7,35,2403.84,128.63,2,2.0042498774398,-1.489787041030797,High-Value Loyalists
CUST-10120,18.0,Male,Portland,17710.19,Basic,In-Store,30,8,16,791.99,28.6,3,-1.0243635091306695,-1.878860400447611,Young Digital Shoppers
CUST-11108,26.0,Female,Seattle,31376.27,Basic,Online,17,16,28,725.64,36.23,3,-0.5906572968738164,-1.8295394039801256,Young Digital Shoppers
CUST-10543,41.0,Female,Austin,120754.56,Silver,Mobile App,61,3,33,3596.23,168.46,2,3.500634986210253,-0.8826387656779546,High-Value Loyalists
CUST-10740,32.0,Male,Chicago,111159.17,Basic,Online,30,90,7,2410.4,333.84,1,0.7852236689001004,2.515840539439526,Occasional Big Spenders
CUST-10184,46.0,Female,Atlanta,41230.38,Platinum,Online,51,23,10,715.95,26.25,4,0.15551405408102667,-0.8494796094886706,Budget Shoppers
CUST-11156,26.0,Female,Seattle,32532.16,Silver,Online,26,22,22,993.62,46.84,3,-0.5137767849263184,-1.497153274880678,Young Digital Shoppers
CUST-10586,53.0,Female,Austin,120339.73,Gold,Online,25,36,4,715.97,245.6,1,0.9497801591744979,1.9433423311757982,Occasional Big Spenders
CUST-10377,49.0,Female,Austin,102364.84,Basic,Online,46,13,23,3182.51,134.61,2,2.491361362219988,-0.307411343632696,High-Value Loyalists
CUST-10358,34.0,Non-Binary,Denver,90062.41,Silver,In-Store,66,12,36,4984.41,99.02,2,3.351430159509338,-1.7168189136960386,High-Value Loyalists
CUST-11193,24.0,Female,Atlanta,34240.72,Platinum,Online,15,25,20,526.63,42.22,3,-1.0584108984996128,-1.2627666773489625,Young Digital Shoppers
CUST-11188,27.0,Female,Miami,38965.75,Basic,Online,26,26,13,897.95,38.11,3,-0.8018620195222421,-0.954472165526563,Young Digital Shoppers
CUST-10167,20.0,Male,Boston,39513.2,Basic,Online,35,25,16,547.86,32.03,3,-0.792450830244129,-1.3569738569452743,Young Digital Shoppers
CUST-10038,39.0,Female,Portland,50960.28,Silver,Online,30,23,18,587.31,17.95,4,-0.18149007659432753,-1.0203364824734555,Budget Shoppers
CUST-10439,66.0,Female,Miami,85596.76,Basic,Mobile App,41,1,18,4456.71,120.05,2,2.9324115479743327,-0.1715371932687387,High-Value Loyalists
CUST-10044,58.0,Female,Los Angeles,44663.49,Platinum,Online,41,22,17,651.38,29.62,4,0.5308283127061406,-0.8156840741716672,Budget Shoppers
CUST-10891,29.0,Male,Austin,47693.575,Silver,In-Store,5,40,1,159.28,33.76,0,-1.9071382857484152,0.19387892505102533,New / Low-Engagement
CUST-10379,32.0,Female,New York,81601.11,Silver,In-Store,74,0,24,5198.87,133.65,2,3.2128102593803316,-1.425605376092228,High-Value Loyalists
CUST-10642,41.0,Male,Portland,76624.54,Basic,Online,18,63,7,2103.09,473.47,1,0.7710057620158288,2.560645885307752,Occasional Big Spenders
CUST-10023,34.0,Female,Austin,50667.57,Basic,In-Store,25,45,12,771.76,45.93,4,-0.7044331607351071,-0.2996145189126237,Budget Shoppers
CUST-11019,34.0,Female,Houston,46389.26,Platinum,Mobile App,10,15,20,926.0,17.62,3,-0.5918828333979396,-1.1499596268004488,Young Digital Shoppers
CUST-10067,49.0,Male,Phoenix,41697.24,Basic,Online,20,16,15,1045.28,12.54,4,-0.16776272300795106,-0.8349498086130145,Budget Shoppers
CUST-11189,25.0,Female,Boston,27506.19,Gold,Mobile App,13,4,23,728.23,36.02,3,-0.8306026422401015,-1.8041267397023177,Young Digital Shoppers
CUST-11118,20.0,Female,Austin,38579.05,Silver,Mobile App,1,0,29,892.3,39.39,3,-0.800447787292785,-1.9484309980887862,Young Digital Shoppers
CUST-10687,32.0,Female,Chicago,99341.41,Basic,Mobile App,4,19,4,1183.77,266.92,1,-0.02651896033543739,1.3964286736414404,Occasional Big Spenders
CUST-10264,48.0,Male,New York,36430.0,Silver,Online,16,44,10,361.38,15.71,4,-0.9796230317255539,-0.1764867220546047,Budget Shoppers
CUST-10217,47.0,Male,Houston,49752.93,Gold,Online,12,19,12,369.2,16.44,4,-0.6447470642045775,-0.47704959274847764,Budget Shoppers
CUST-11045,23.0,Male,Boston,59096.83,Gold,Online,15,18,24,536.6,33.02,3,-0.590309331662554,-1.3210554260304144,Young Digital Shoppers
CUST-10141,53.0,Male,Atlanta,30875.28,Basic,Online,41,25,23,647.23,13.87,4,0.3635040836677609,-1.3674998230378235,Budget Shoppers
CUST-10998,26.0,Male,Seattle,52161.06,Silver,Online,6,49,3,195.83,61.96,0,-1.8371026868298936,0.35397741386825243,New / Low-Engagement
CUST-11140,31.0,Female,Austin,38195.48,Basic,Online,13,23,5,1244.45,23.87,3,-1.1763720705525358,-0.4755081940720382,Young Digital Shoppers
CUST-10363,42.0,Male,Denver,59678.82,Silver,In-Store,54,13,29,4226.86,185.31,2,2.611044357908325,-1.0935518085067908,High-Value Loyalists
CUST-10516,56.0,Male,Denver,99095.5,Silver,In-Store,29,3,20,3990.95,142.24,2,2.5080937081151515,-0.011560329612876282,High-Value Loyalists
CUST-10080,19.0,Female,Miami,51481.52,Silver,Online,46,46,14,600.21,23.42,3,-0.6631272441002324,-0.9668753296369526,Young Digital Shoppers
CUST-10803,18.0,Non-Binary,Houston,74518.39,Silver,In-Store,3,115,3,95.11,73.0,0,-2.4050140810118443,1.6176013203881197,New / Low-Engagement
CUST-11037,25.0,Male,Boston,43860.99,Gold,Mobile App,15,13,16,336.74,29.46,3,-1.0376422268588033,-1.1891395829325315,Young Digital Shoppers
CUST-10417,54.0,Male,New York,49644.19,Platinum,Online,57,7,21,3963.07,74.18,2,2.304168773013106,-1.2366582144690594,High-Value Loyalists
CUST-11132,26.0,Female,Denver,41328.31,Gold,Online,4,20,23,660.89,45.5,3,-0.9711120469905805,-1.2215623502389072,Young Digital Shoppers
CUST-10542,47.0,Male,Seattle,105694.59,Gold,Online,36,17,20,4224.04,125.28,2,2.42708426275698,-0.017251737687951022,High-Value Loyalists
CUST-10567,49.0,Female,Chicago,89899.43,Platinum,Online,6,62,3,1802.21,405.64,1,0.49099270056943595,2.878508985572639,Occasional Big Spenders
CUST-10808,34.0,Female,Boston,54379.04,Platinum,Online,3,73,2,87.21,49.76,0,-1.9633473361743952,0.9303474175497787,New / Low-Engagement
CUST-10166,25.0,Female,Portland,28024.86,Platinum,In-Store,46,37,18,713.44,34.12,3,-0.5218589821020093,-1.4293850271656918,Young Digital Shoppers
CUST-10702,54.0,Female,Los Angeles,140596.86,Basic,In-Store,18,67,9,2707.52,375.0,1,1.9364393285066581,3.1022465554083616,Occasional Big Spenders
CUST-10311,53.0,Male,Phoenix,45058.75,Silver,In-Store,2,22,15,444.77,28.42,4,-0.6418849084131689,-0.3551606058609364,Budget Shoppers
CUST-10571,64.0,Male,Austin,134721.77,Basic,Online,1,59,6,3768.76,229.05,1,1.7039747963919538,2.7969839751158507,Occasional Big Spenders
CUST-11166,31.0,Female,Miami,50733.21,Basic,Online,17,8,19,1204.46,39.76,3,-0.2884098956944226,-1.2004916413828384,Young Digital Shoppers
CUST-10768,40.0,Female,New York,40911.19,Basic,Online,1,53,2,171.36,36.22,0,-1.853320402430512,0.519522437178345,New / Low-Engagement
CUST-10165,59.0,Female,Austin,43407.38,Basic,In-Store,26,31,9,351.73,22.91,4,-0.27161726408152836,-0.14973370542120135,Budget Shoppers
CUST-10338,24.0,Female,Chicago,22642.45,Silver,Online,10,40,13,221.07,36.76,3,-1.8031730724188226,-0.800082828693257,Young Digital Shoppers
CUST-11142,36.0,Female,Phoenix,31536.91,Gold,Mobile App,16,23,25,1027.42,32.23,3,-0.4148249921320818,-1.407475815169105,Young Digital Shoppers
CUST-10590,40.0,Female,Austin,47693.575,Basic,Online,50,17,6,2036.78,400.68,1,1.2783290115388204,0.828075578988534,Occasional Big Spenders
CUST-10323,29.0,Male,Seattle,27603.86,Silver,In-Store,22,5,14,432.49,32.49,3,-0.9369109253693805,-1.4167057112457413,Young Digital Shoppers
CUST-10434,47.0,Male,Seattle,57204.57,Gold,In-Store,60,21,36,3676.67,105.96,2,2.6621349556063434,-1.6477589053360517,High-Value Loyalists
CUST-11079,18.0,Female,Atlanta,39414.63,Silver,In-Store,14,23,15,1005.62,39.75,3,-1.1846029442042283,-1.09868818868984,Young Digital Shoppers
CUST-10188,59.0,Female,Denver,44832.14,Basic,Mobile App,56,21,14,1038.4,42.62,4,0.9686430482845197,-0.7894791737111456,Budget Shoppers
CUST-10426,54.0,Female,Portland,78181.68,Gold,Mobile App,35,3,34,4693.73,134.93,2,3.022587136757522,-1.0515612262365297,High-Value Loyalists
CUST-10582,55.0,Male,Austin,103211.72,Silver,Mobile App,18,82,5,976.07,286.77,1,0.45107300003410283,2.7171221643347367,Occasional Big Spenders
CUST-10313,49.0,Female,New York,46610.75,Basic,Online,32,29,15,543.52,29.85,4,-0.05995633533343462,-0.6365380063418713,Budget Shoppers
CUST-10250,36.0,Male,Atlanta,27470.68,Silver,Mobile App,34,24,12,353.54,15.8,4,-0.7661341873792621,-1.1120687686826543,Budget Shoppers
CUST-10644,58.0,Female,Atlanta,112373.41,Silver,Mobile App,34,58,4,1892.94,442.25,1,1.853564744364354,3.022058678114133,Occasional Big Spenders
CUST-10913,18.0,Female,Portland,38500.83,Basic,In-Store,1,90,3,45.28,42.78,0,-2.7851101386786152,0.6824705371019333,New / Low-Engagement
CUST-10626,53.0,Female,Portland,88591.18,Silver,In-Store,24,69,2,2917.78,291.31,1,0.998577864647126,2.3975084985957307,Occasional Big Spenders
CUST-10509,41.0,Male,Houston,83922.96,Basic,Mobile App,40,9,23,4132.53,149.71,2,2.27957943463904,-0.5920790466450571,High-Value Loyalists
CUST-10529,62.0,Non-Binary,Houston,96326.71,Gold,Online,38,11,19,3261.26,157.4,2,2.540063358298888,0.19039603496430832,High-Value Loyalists
CUST-10541,54.0,Female,Los Angeles,96442.82,Silver,Online,30,11,17,4244.61,136.45,2,2.340554344931241,0.15514602447974252,High-Value Loyalists
CUST-10846,28.0,Female,Seattle,33405.19,Basic,Mobile App,2,48,1,167.24,60.08,0,-2.188386478882437,0.2803557797571093,New / Low-Engagement
CUST-10632,42.0,Non-Binary,Seattle,135268.28,Platinum,Mobile App,6,34,5,2195.06,478.45,1,1.4840748956453846,3.0720914913740534,Occasional Big Spenders
CUST-10894,28.0,Male,Chicago,42592.42,Basic,Online,6,65,2,68.24,56.12,0,-2.1299249197329395,0.5506236400890855,New / Low-Engagement
CUST-10255,67.0,Male,Austin,39551.73,Gold,Online,32,23,17,415.86,19.75,4,0.3932392295820093,-0.6440923519279631,Budget Shoppers
CUST-10961,32.0,Male,Los Angeles,43816.88,Silver,Mobile App,4,109,2,0.0,58.43,0,-2.441553036224703,1.368526745167647,New / Low-Engagement
CUST-10840,45.0,Female,New York,43763.86,Basic,Online,1,61,0,156.03,30.87,0,-1.8359848270819505,0.8382576655087493,New / Low-Engagement
CUST-10052,30.0,Non-Binary,New York,38486.0,Silver,Online,25,37,22,646.24,30.67,3,-0.630968133022279,-1.1763736123504482,Young Digital Shoppers
CUST-10906,32.0,Female,Denver,45336.01,Silver,Mobile App,1,91,0,185.99,46.2,0,-2.3768069091467683,1.1769998879739003,New / Low-Engagement
CUST-10440,45.0,Female,Seattle,95035.74,Gold,Online,59,19,13,4437.05,166.38,2,2.6769991498477426,0.08929553100633483,High-Value Loyalists
CUST-10094,37.0,Male,Phoenix,46872.21,Gold,Online,25,2,5,229.87,12.59,4,-0.804347016002363,-0.794454366129864,Budget Shoppers
CUST-11181,28.0,Male,Austin,39870.21,Basic,In-Store,14,11,19,953.39,31.65,3,-0.7036138112509036,-1.3347728952450977,Young Digital Shoppers
CUST-10396,39.0,Female,Miami,72208.73,Silver,Online,30,7,29,3262.07,115.07,2,1.704394793325164,-1.1142642858035525,High-Value Loyalists
CUST-10103,36.0,Male,Austin,39833.36,Gold,Online,38,25,10,816.08,30.15,4,-0.4096365960176596,-0.8382016105143626,Budget Shoppers
