CustomerID,Age,Gender,City,AnnualIncome,MembershipTier,PreferredChannel,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketValue
CUST-10023,34.0,Female,Austin,50667.57,Basic,In-Store,25,45,12,771.76,45.93
CUST-11019,34.0,Female,Houston,46389.26,Platinum,Mobile App,10,15,20,926.0,17.62
CUST-10067,49.0,Male,Phoenix,41697.24,Basic,Online,20,16,15,1045.28,12.54
CUST-11189,25.0,Female,Boston,27506.19,Gold,Mobile App,13,4,23,728.23,36.02
CUST-11118,20.0,Female,Austin,38579.05,Silver,Mobile App,1,0,29,892.3,39.39
CUST-10687,32.0,Female,Chicago,99341.41,Basic,Mobile App,4,19,4,1183.77,266.92
CUST-10264,48.0,Male,New York,36430.0,Silver,Online,16,44,10,361.38,15.71
CUST-10217,47.0,Male,Houston,49752.93,Gold,Online,12,19,12,369.2,16.44
CUST-11045,23.0,Male,Boston,59096.83,Gold,Online,15,18,24,536.6,33.02
CUST-10141,53.0,Male,Atlanta,30875.28,Basic,Online,41,25,23,647.23,13.87
CUST-10998,26.0,Male,Seattle,52161.06,Silver,Online,6,49,3,195.83,61.96
CUST-11140,31.0,Female,Austin,38195.48,Basic,Online,13,23,5,1244.45,23.87
CUST-10363,42.0,Male,Denver,59678.82,Silver,In-Store,54,13,29,4226.86,185.31
CUST-10516,56.0,Male,Denver,99095.5,Silver,In-Store,29,3,20,3990.95,142.24
CUST-10080,19.0,Female,Miami,51481.52,Silver,Online,46,46,14,600.21,23.42
CUST-10803,18.0,Non-Binary,Houston,74518.39,Silver,In-Store,3,115,3,95.11,73.0
CUST-11037,25.0,Male,Boston,43860.99,Gold,Mobile App,15,13,16,336.74,29.46
CUST-10417,54.0,Male,New York,49644.19,Platinum,Online,57,7,21,3963.07,74.18
CUST-11132,26.0,Female,Denver,41328.31,Gold,Online,4,20,23,660.89,45.5
CUST-10542,47.0,Male,Seattle,105694.59,Gold,Online,36,17,20,4224.04,125.28
CUST-10567,49.0,Female,Chicago,89899.43,Platinum,Online,6,62,3,1802.21,405.64
CUST-10808,34.0,Female,Boston,54379.04,Platinum,Online,3,73,2,87.21,49.76
CUST-10166,25.0,Female,Portland,28024.86,Platinum,In-Store,46,37,18,713.44,34.12
CUST-10702,54.0,Female,Los Angeles,140596.86,Basic,In-Store,18,67,9,2707.52,375.0
CUST-10311,53.0,Male,Phoenix,45058.75,Silver,In-Store,2,22,15,444.77,28.42
CUST-10571,64.0,Male,Austin,134721.77,Basic,Online,1,59,6,3768.76,229.05
CUST-11166,31.0,Female,Miami,50733.21,Basic,Online,17,8,19,1204.46,39.76
CUST-10768,40.0,Female,New York,40911.19,Basic,Online,1,53,2,171.36,36.22
CUST-10165,59.0,Female,Austin,43407.38,Basic,In-Store,26,31,9,351.73,22.91
CUST-10338,24.0,Female,Chicago,22642.45,Silver,Online,10,40,13,221.07,36.76
CUST-11142,36.0,Female,Phoenix,31536.91,Gold,Mobile App,16,23,25,1027.42,32.23
CUST-10590,40.0,Female,Austin,47693.575,Basic,Online,50,17,6,2036.78,400.68
CUST-10323,29.0,Male,Seattle,27603.86,Silver,In-Store,22,5,14,432.49,32.49
CUST-10434,47.0,Male,Seattle,57204.57,Gold,In-Store,60,21,36,3676.67,105.96
CUST-11079,18.0,Female,Atlanta,39414.63,Silver,In-Store,14,23,15,1005.62,39.75
CUST-10188,59.0,Female,Denver,44832.14,Basic,Mobile App,56,21,14,1038.4,42.62
CUST-10426,54.0,Female,Portland,78181.68,Gold,Mobile App,35,3,34,4693.73,134.93
CUST-10582,55.0,Male,Austin,103211.72,Silver,Mobile App,18,82,5,976.07,286.77
CUST-10313,49.0,Female,New York,46610.75,Basic,Online,32,29,15,543.52,29.85
CUST-10250,36.0,Male,Atlanta,27470.68,Silver,Mobile App,34,24,12,353.54,15.8
CUST-10644,58.0,Female,Atlanta,112373.41,Silver,Mobile App,34,58,4,1892.94,442.25
CUST-10913,18.0,Female,Portland,38500.83,Basic,In-Store,1,90,3,45.28,42.78
CUST-10626,53.0,Female,Portland,88591.18,Silver,In-Store,24,69,2,2917.78,291.31
CUST-10509,41.0,Male,Houston,83922.96,Basic,Mobile App,40,9,23,4132.53,149.71
CUST-10529,62.0,Non-Binary,Houston,96326.71,Gold,Online,38,11,19,3261.26,157.4
CUST-10541,54.0,Female,Los Angeles,96442.82,Silver,Online,30,11,17,4244.61,136.45
CUST-10846,28.0,Female,Seattle,33405.19,Basic,Mobile App,2,48,1,167.24,60.08
CUST-10632,42.0,Non-Binary,Seattle,135268.28,Platinum,Mobile App,6,34,5,2195.06,478.45
CUST-10894,28.0,Male,Chicago,42592.42,Basic,Online,6,65,2,68.24,56.12
CUST-10255,67.0,Male,Austin,39551.73,Gold,Online,32,23,17,415.86,19.75
CUST-10961,32.0,Male,Los Angeles,43816.88,Silver,Mobile App,4,109,2,0.0,58.43
CUST-10840,45.0,Female,New York,43763.86,Basic,Online,1,61,0,156.03,30.87
CUST-10052,30.0,Non-Binary,New York,38486.0,Silver,Online,25,37,22,646.24,30.67
CUST-10906,32.0,Female,Denver,45336.01,Silver,Mobile App,1,91,0,185.99,46.2
CUST-10440,45.0,Female,Seattle,95035.74,Gold,Online,59,19,13,4437.05,166.38
CUST-10094,37.0,Male,Phoenix,46872.21,Gold,Online,25,2,5,229.87,12.59
CUST-11181,28.0,Male,Austin,39870.21,Basic,In-Store,14,11,19,953.39,31.65
CUST-10396,39.0,Female,Miami,72208.73,Silver,Online,30,7,29,3262.07,115.07
CUST-10103,36.0,Male,Austin,39833.36,Gold,Online,38,25,10,816.08,30.15
CUST-10505,31.0,Male,Atlanta,57381.19,Gold,Mobile App,37,14,26,5841.17,163.06
CUST-10320,36.0,Female,Seattle,30842.65,Silver,Mobile App,23,46,6,551.68,25.06
CUST-10911,36.0,Male,Chicago,68422.94,Basic,Mobile App,1,32,0,219.49,45.25
CUST-10562,68.0,Female,Miami,97865.16,Basic,In-Store,25,73,6,3042.67,334.4
CUST-10233,32.0,Female,Los Angeles,30509.58,Gold,Online,12,14,22,820.37,18.32
CUST-11010,31.0,Male,Los Angeles,41324.19,Basic,Online,30,21,18,1100.26,33.41
CUST-10602,55.0,Female,Seattle,94558.46,Basic,Online,39,82,5,619.83,514.84
CUST-10716,55.0,Female,Austin,83209.13,Gold,In-Store,40,21,7,2414.37,398.78
CUST-10606,48.0,Female,Atlanta,130756.67,Silver,Mobile App,14,126,9,3514.02,365.31
CUST-10418,41.0,Male,Atlanta,82647.5,Gold,Online,25,7,26,3200.61,94.09
CUST-10941,30.0,Male,Austin,51229.1,Silver,In-Store,5,54,2,132.8,50.7
CUST-10202,48.0,Female,Portland,43162.98,Gold,Mobile App,36,33,14,801.71,28.27
CUST-10212,65.0,Female,Houston,39684.03,Basic,In-Store,18,24,21,861.63,33.31
CUST-10910,18.0,Female,Los Angeles,59044.95,Basic,Mobile App,2,82,3,83.94,84.77
CUST-10849,29.0,Male,Denver,38883.3,Gold,Mobile App,3,122,3,130.29,55.51
CUST-10517,55.0,Female,Seattle,61077.74,Silver,Online,59,18,22,3769.14,125.41
CUST-10048,54.0,Male,Seattle,21057.22,Basic,Online,38,26,16,634.2,20.48
CUST-10864,41.0,Female,Phoenix,33677.14,Basic,In-Store,3,51,1,127.44,59.67
CUST-10027,45.0,Female,Los Angeles,46822.65,Silver,Online,34,15,12,674.85,28.16
CUST-10787,22.0,Male,Atlanta,27785.81,Basic,Online,4,110,0,186.12,41.51
CUST-10095,34.0,Female,Miami,45076.11,Silver,Online,39,34,16,802.65,43.76
CUST-11090,27.0,Male,Denver,56701.1,Basic,Mobile App,10,14,16,465.99,41.13
CUST-11097,27.0,Female,New York,47711.29,Platinum,In-Store,7,12,15,993.66,47.15
CUST-10709,53.0,Male,Chicago,113498.26,Basic,In-Store,33,82,5,2674.93,236.83
CUST-11134,20.0,Male,Denver,46828.85,Gold,Online,8,16,11,1114.04,44.51
CUST-11151,18.0,Male,Atlanta,30283.49,Basic,Online,5,21,12,1450.54,45.16
CUST-10339,54.0,Female,New York,32797.74,Silver,In-Store,34,27,19,686.69,28.85
CUST-10854,24.0,Female,Los Angeles,27552.69,Gold,Online,2,86,3,236.29,33.18
CUST-10297,37.0,Male,Phoenix,29266.95,Gold,In-Store,10,17,16,661.54,30.56
CUST-10136,48.0,Male,Miami,40954.74,Silver,In-Store,38,15,10,470.51,32.35
CUST-10721,53.0,Female,Chicago,112507.46,Silver,Online,8,73,5,2508.18,180.45
CUST-10224,57.0,Male,Portland,48468.23,Silver,Online,5,27,20,1071.55,40.98
CUST-10686,46.0,Female,Atlanta,94027.53,Basic,Online,13,70,8,1643.36,351.24
CUST-10466,44.0,Female,Denver,88853.68,Gold,Online,47,5,28,5300.64,216.05
CUST-11036,23.0,Female,New York,55633.29,Basic,Online,4,22,25,815.81,43.56
CUST-10149,50.0,Female,Seattle,35253.34,Silver,Mobile App,36,14,15,437.3,18.72
CUST-10983,18.0,Female,Denver,45219.25,Gold,Mobile App,5,52,2,130.43,69.74
CUST-10286,38.0,Non-Binary,Houston,39733.76,Gold,Online,34,28,8,470.9,24.45
CUST-10650,57.0,Male,New York,93621.64,Silver,Online,32,40,5,3169.23,288.45
CUST-11013,29.0,Female,Chicago,47524.7,Silver,Mobile App,23,21,20,862.07,44.31
CUST-10117,46.0,Female,Los Angeles,42295.12,Basic,Online,36,22,14,839.92,34.86
CUST-10140,34.0,Female,Los Angeles,43842.13,Basic,Online,22,33,22,620.91,9.84
CUST-10710,45.0,Male,Miami,75187.88,Basic,Mobile App,29,104,7,3695.29,398.33
CUST-10287,55.0,Female,Boston,25526.59,Basic,Online,16,37,10,497.66,26.96
CUST-10503,39.0,Male,Portland,74626.53,Gold,Online,46,17,33,5574.29,111.04
CUST-10007,34.0,Female,Denver,43996.37,Basic,Online,23,36,14,654.0,27.82
CUST-10078,52.0,Female,Houston,48866.0,Gold,Online,23,6,13,807.6,35.81
CUST-10903,23.0,Male,Seattle,34664.52,Basic,In-Store,5,100,1,83.76,16.2
CUST-10406,48.0,Male,Boston,113364.04,Gold,Online,43,20,19,3842.43,163.73
CUST-10927,27.0,Female,Phoenix,41535.36,Silver,Online,1,130,3,76.68,72.56
CUST-10945,33.0,Female,Boston,49536.24,Basic,In-Store,2,72,1,152.63,54.8
CUST-10053,37.0,Male,Miami,36857.6,Basic,Online,38,3,15,963.69,28.21
CUST-10948,25.0,Male,Seattle,39027.35,Gold,In-Store,1,83,0,67.89,60.95
CUST-10700,43.0,Female,Portland,111679.99,Silver,Online,32,97,6,2679.13,316.76
CUST-11021,24.0,Male,Denver,41762.11,Silver,In-Store,15,13,7,716.8,43.85
CUST-10279,45.0,Female,Portland,31618.8,Platinum,Mobile App,1,17,17,720.76,44.9
CUST-10395,54.0,Female,Los Angeles,80666.38,Basic,Mobile App,39,13,30,4612.01,89.21
CUST-10464,48.0,Female,Austin,101698.32,Basic,Online,32,22,28,3358.17,138.47
CUST-10792,40.0,Female,Seattle,54762.85,Basic,Online,1,83,1,134.89,54.05
CUST-10020,35.0,Female,Boston,17834.16,Basic,Online,15,16,11,859.8,37.5
CUST-10190,31.0,Female,Boston,34422.92,Basic,Online,23,28,12,826.04,22.55
CUST-10735,39.0,Female,Boston,139096.57,Basic,Mobile App,35,50,6,2863.54,297.42
CUST-10309,50.0,Non-Binary,Austin,47693.575,Basic,Online,3,23,12,976.16,38.5
CUST-11001,31.0,Male,New York,44676.87,Silver,In-Store,13,17,9,622.54,30.75
CUST-10660,21.0,Female,Austin,93115.42,Basic,Mobile App,13,40,4,1268.95,418.59
CUST-10316,42.0,Male,Denver,42658.43,Gold,Online,26,26,12,684.78,13.89
CUST-10535,75.0,Female,Austin,47693.575,Basic,Online,55,14,25,5420.08,129.27
CUST-10261,38.0,Female,New York,25723.06,Gold,Online,3,32,19,802.81,14.53
CUST-11100,29.0,Male,Phoenix,39046.88,Basic,Mobile App,20,18,16,549.05,44.19
CUST-10128,45.0,Female,Miami,36456.38,Basic,Mobile App,27,25,10,990.65,10.1
CUST-11083,26.0,Female,Houston,22882.41,Basic,In-Store,26,18,13,1559.71,34.58
CUST-10756,31.0,Female,Denver,34933.78,Basic,Mobile App,1,90,2,88.55,39.5
CUST-10980,33.0,Female,Los Angeles,45723.74,Basic,In-Store,1,127,4,160.92,13.45
CUST-10329,56.0,Female,Atlanta,37008.35,Basic,Mobile App,45,14,12,514.0,21.14
CUST-10831,30.0,Male,Denver,40925.56,Basic,In-Store,1,62,3,141.93,78.73
CUST-10256,41.0,Male,Boston,44733.14,Silver,Online,29,7,15,652.92,14.17
CUST-10524,41.0,Female,Phoenix,98129.92,Basic,Mobile App,27,11,30,5710.14,191.45
CUST-10196,45.0,Male,Houston,54206.91,Basic,Online,40,15,10,582.36,26.31
CUST-10302,42.0,Female,Atlanta,41052.34,Silver,Online,26,33,17,1010.39,21.42
CUST-10109,23.0,Female,Portland,45167.89,Gold,In-Store,44,45,18,583.49,22.61
CUST-10135,34.0,Male,Denver,40027.9,Silver,Online,4,23,17,423.8,23.28
CUST-10014,30.0,Female,Miami,50109.93,Silver,Online,38,18,16,805.79,23.58
CUST-10873,31.0,Female,Phoenix,60739.37,Silver,Online,4,114,2,189.76,75.04
CUST-10843,25.0,Male,Atlanta,43973.67,Gold,In-Store,1,103,0,153.84,92.92
CUST-10042,21.0,Male,Austin,43364.17,Silver,Online,20,19,14,615.5,17.75
CUST-10659,41.0,Male,Los Angeles,78297.71,Silver,In-Store,25,87,2,1462.55,232.55
CUST-10807,29.0,Male,New York,57420.34,Basic,Online,1,102,0,59.79,69.37
CUST-10657,53.0,Male,Denver,162091.38,Silver,In-Store,33,72,2,1659.18,275.04
CUST-10956,46.0,Female,New York,34868.28,Gold,In-Store,2,69,4,154.61,47.2
CUST-10063,40.0,Female,Portland,49051.7,Basic,Mobile App,38,15,10,405.13,24.44
CUST-10422,42.0,Male,Phoenix,90588.06,Basic,Online,58,8,19,3971.45,139.03
CUST-10077,35.0,Female,Denver,30017.65,Silver,Mobile App,10,15,17,993.48,20.12
CUST-10534,48.0,Female,Austin,114486.99,Gold,Online,53,9,18,4127.57,113.8
CUST-10508,51.0,Male,Atlanta,95814.59,Silver,Online,31,11,29,4224.94,172.84
CUST-10056,55.0,Female,New York,41607.34,Basic,In-Store,24,4,12,417.6,39.62
CUST-10153,51.0,Female,Atlanta,38314.45,Silver,Mobile App,26,51,14,655.04,28.21
CUST-11092,24.0,Female,Phoenix,27325.07,Gold,Online,1,7,16,813.17,27.62
CUST-10411,41.0,Male,Miami,76391.57,Basic,Online,58,6,43,3205.33,170.88
CUST-10958,26.0,Female,Phoenix,38386.99,Silver,Online,3,76,2,0.0,35.24
CUST-10608,46.0,Female,New York,102041.58,Silver,Mobile App,28,57,5,2740.87,469.45
CUST-10348,43.0,Male,Portland,104342.71,Basic,Online,53,16,27,5190.09,89.5
CUST-10879,30.0,Female,Atlanta,59195.24,Basic,Mobile App,10,99,0,138.37,73.21
CUST-10865,38.0,Male,Boston,52791.67,Basic,Online,1,40,2,55.54,21.3
CUST-10353,33.0,Male,Chicago,72726.82,Platinum,Online,51,15,24,3257.72,123.57
CUST-10372,48.0,Female,New York,106719.13,Gold,Online,42,13,32,4032.89,135.16
CUST-10814,42.0,Female,New York,27672.59,Basic,In-Store,4,115,1,83.4,68.57
CUST-10228,30.0,Female,Boston,38193.44,Basic,Online,17,24,16,857.4,31.17
CUST-10285,42.0,Male,Portland,34006.65,Silver,Online,42,43,2,379.58,26.35
CUST-11143,28.0,Male,Seattle,40391.61,Silver,Mobile App,17,13,14,590.97,47.78
CUST-10591,50.0,Male,Phoenix,122691.35,Gold,In-Store,13,59,6,1274.55,344.39
CUST-11155,22.0,Male,Phoenix,38868.93,Gold,Online,14,13,20,788.16,42.85
CUST-10274,35.0,Non-Binary,New York,26747.11,Basic,Online,1,30,21,618.53,30.32
CUST-10712,50.0,Female,Boston,82116.09,Silver,In-Store,49,12,1,2805.36,320.48
CUST-10172,53.0,Male,New York,34491.76,Gold,Mobile App,29,27,10,1036.36,25.19
CUST-10741,34.0,Non-Binary,Miami,48523.0,Gold,Mobile App,8,54,2,64.93,54.96
CUST-10810,30.0,Female,Chicago,48387.49,Silver,Online,6,68,0,70.82,48.34
CUST-10089,62.0,Male,Austin,31312.54,Silver,In-Store,19,16,22,1395.49,39.85
CUST-11011,32.0,Male,Austin,33520.69,Platinum,Online,12,6,27,1089.47,34.34
CUST-10185,54.0,Female,Houston,20087.79,Gold,Online,19,48,7,434.47,25.63
CUST-10276,56.0,Female,New York,40219.75,Silver,Online,42,26,11,452.21,30.36
CUST-10774,29.0,Female,Atlanta,48479.83,Basic,Mobile App,7,83,3,44.52,63.74
CUST-10751,34.0,Female,Atlanta,58895.25,Basic,Online,5,108,2,193.12,58.53
CUST-10105,44.0,Male,Austin,35320.5,Platinum,In-Store,36,20,2,562.33,18.03
CUST-10739,49.0,Female,Boston,104881.31,Silver,Mobile App,21,72,5,2853.3,356.78
CUST-10984,26.0,Female,Austin,39682.32,Basic,Online,2,129,1,48.22,37.04
CUST-10384,40.0,Female,New York,90419.85,Basic,Online,37,0,20,5126.07,62.16
CUST-11078,24.0,Male,Denver,43803.07,Basic,Online,16,10,10,1256.97,24.38
CUST-10874,30.0,Female,New York,46149.88,Gold,In-Store,9,84,1,113.16,65.35
CUST-10949,21.0,Female,Los Angeles,58722.32,Basic,Online,9,85,3,128.21,38.96
CUST-10638,34.0,Male,Houston,143976.04,Basic,In-Store,21,70,2,2274.93,406.75
CUST-11195,28.0,Female,Los Angeles,40261.37,Gold,Mobile App,7,8,24,899.32,14.87
CUST-10238,54.0,Female,Portland,37293.97,Platinum,Mobile App,31,67,11,922.64,36.75
CUST-10576,59.0,Female,Houston,89656.41,Platinum,Mobile App,53,67,5,786.34,360.41
CUST-10445,45.0,Male,Seattle,112543.04,Basic,Online,39,2,18,3908.63,169.85
CUST-10656,44.0,Female,Atlanta,93499.72,Gold,Online,1,37,6,3385.06,467.45
CUST-10271,40.0,Female,Austin,35603.62,Silver,Online,17,40,20,640.99,32.08
CUST-10463,42.0,Female,Atlanta,77915.25,Basic,In-Store,86,3,23,4688.83,177.78
CUST-10685,44.0,Female,Seattle,106717.31,Silver,Online,27,35,6,1699.73,290.2
CUST-11192,26.0,Male,Austin,32767.32,Platinum,In-Store,12,25,27,1151.85,16.45
CUST-10519,34.0,Female,Boston,76810.63,Silver,Online,63,12,19,3675.56,148.98
CUST-10746,51.0,Female,New York,34381.52,Silver,Online,3,85,3,134.28,53.25
CUST-11059,23.0,Female,Chicago,38519.1,Silver,Online,14,15,27,1003.97,47.03
CUST-10612,64.0,Male,Boston,147487.38,Basic,Online,36,65,9,2146.72,429.9
CUST-10868,38.0,Male,Austin,33942.47,Gold,Mobile App,10,56,4,70.49,29.56
CUST-10575,42.0,Male,Denver,93671.52,Gold,Online,14,61,4,2094.02,392.89
CUST-10904,24.0,Male,Houston,33070.81,Platinum,Online,8,78,2,118.93,27.86
CUST-10828,18.0,Male,Los Angeles,51709.15,Gold,Online,2,59,2,163.32,57.1
CUST-10195,38.0,Male,Atlanta,60110.04,Platinum,In-Store,69,27,6,579.51,42.72
CUST-10005,37.0,Female,New York,45647.96,Gold,Mobile App,31,12,13,349.76,27.09
CUST-10179,58.0,Male,Los Angeles,24288.23,Gold,Mobile App,9,32,19,559.31,29.85
CUST-10062,40.0,Male,Miami,43049.49,Silver,Mobile App,36,25,14,768.22,22.36
CUST-10240,47.0,Female,Austin,35072.04,Platinum,In-Store,37,29,13,650.66,19.52
CUST-10574,52.0,Male,Seattle,146905.67,Platinum,Online,35,78,6,2653.62,227.14
CUST-10098,41.0,Male,Denver,39375.13,Gold,Online,15,26,13,769.81,25.41
CUST-10522,56.0,Male,Boston,82605.07,Silver,Mobile App,34,7,20,4481.24,70.16
CUST-10158,22.0,Female,Phoenix,43925.08,Basic,In-Store,36,22,10,884.45,31.9
CUST-11110,28.0,Female,Portland,42855.9,Gold,Mobile App,19,8,20,1070.87,48.08
CUST-10863,19.0,Female,Austin,59725.53,Silver,Online,1,99,2,111.43,49.88
CUST-10485,54.0,Male,Atlanta,104789.41,Basic,Online,65,7,40,4777.47,98.3
CUST-10693,48.0,Male,Miami,88376.03,Silver,In-Store,45,72,9,2401.88,319.15
CUST-10401,50.0,Female,Austin,88756.04,Silver,Mobile App,51,8,25,6259.99,96.1
CUST-11062,18.0,Male,Seattle,34415.49,Silver,Online,6,23,12,1057.02,35.19
CUST-10946,39.0,Male,Denver,38321.98,Gold,Mobile App,4,80,3,249.02,31.71
CUST-10248,32.0,Female,Seattle,15000.0,Silver,In-Store,40,31,19,751.29,31.12
CUST-11174,27.0,Male,Phoenix,47099.97,Basic,Online,23,7,29,877.45,36.1
CUST-10724,49.0,Female,Denver,127536.37,Platinum,Mobile App,29,0,6,2144.17,460.35
CUST-10596,49.0,Male,Phoenix,120795.26,Silver,Mobile App,6,110,5,2547.85,381.44
CUST-10691,45.0,Female,Seattle,133020.3,Basic,Online,10,51,2,3321.24,337.27
CUST-10447,32.0,Male,Phoenix,105001.38,Basic,In-Store,57,6,19,1402.93,95.06
CUST-10580,39.0,Female,Portland,101844.16,Basic,Online,27,25,5,824.98,310.51
CUST-11117,20.0,Female,Seattle,39295.57,Silver,Online,7,13,4,824.84,46.14
CUST-10778,22.0,Male,Austin,58729.26,Gold,In-Store,2,75,3,71.42,63.05
CUST-10789,32.0,Male,Denver,53713.03,Gold,Online,9,77,3,206.02,72.99
CUST-10924,27.0,Female,Austin,38399.72,Basic,In-Store,10,73,2,168.06,45.43
CUST-10157,45.0,Male,Boston,30294.05,Gold,Online,14,13,18,507.85,42.21
CUST-10469,48.0,Male,Austin,95964.06,Gold,Online,41,13,25,4832.08,195.39
CUST-10603,51.0,Non-Binary,Miami,146026.59,Silver,Online,11,61,4,1328.13,348.25
CUST-10777,34.0,Male,Austin,47330.47,Silver,Online,6,52,2,174.13,54.14
CUST-11114,18.0,Female,Houston,54077.5,Platinum,In-Store,17,21,22,848.61,38.54
CUST-10500,55.0,Male,Miami,88574.83,Basic,Online,45,6,31,3192.38,141.69
CUST-10029,33.0,Male,Boston,47693.575,Basic,Online,48,24,17,760.55,26.67
CUST-10726,47.0,Female,Los Angeles,112614.14,Silver,Online,43,102,7,2606.84,531.35
CUST-10139,25.0,Male,Portland,33656.44,Basic,In-Store,20,39,21,478.93,21.16
CUST-11157,20.0,Female,Boston,39190.02,Basic,Online,1,23,23,626.26,32.85
CUST-11028,22.0,Non-Binary,Chicago,30431.66,Silver,Online,6,11,16,929.31,48.75
CUST-10817,25.0,Female,Denver,32005.68,Platinum,Online,1,60,2,211.09,50.37
CUST-10482,49.0,Non-Binary,New York,106130.06,Silver,In-Store,50,12,28,4658.49,123.6
CUST-10815,42.0,Male,Austin,43645.99,Basic,Mobile App,4,101,3,159.67,61.69
CUST-10681,48.0,Male,New York,69292.31,Silver,Online,33,77,2,2428.78,417.27
CUST-10634,39.0,Male,New York,120293.62,Basic,Mobile App,37,93,2,1856.44,437.63
CUST-10101,57.0,Female,Houston,34603.51,Silver,In-Store,33,24,14,547.06,36.97
CUST-10794,41.0,Male,Seattle,57448.71,Platinum,Online,2,62,1,47.07,81.88
CUST-10102,29.0,Male,New York,38222.75,Gold,Online,14,26,13,767.88,45.01
CUST-10963,29.0,Male,Denver,32783.12,Basic,Online,1,118,2,38.17,74.61
CUST-10672,62.0,Male,Chicago,67658.59,Platinum,Online,19,35,5,2052.5,544.74
CUST-11139,22.0,Female,Portland,49501.78,Basic,Mobile App,8,17,15,1115.88,47.17
CUST-10972,27.0,Male,Miami,46571.36,Platinum,Online,7,146,0,222.99,37.68
CUST-10851,22.0,Male,Portland,41163.42,Basic,In-Store,2,13,1,95.39,57.16
CUST-10387,71.0,Male,Chicago,99299.72,Silver,Online,49,11,28,4965.84,145.82
CUST-10011,18.0,Male,Houston,25543.75,Basic,In-Store,18,28,18,1031.38,31.61
CUST-10583,29.0,Female,Phoenix,119348.42,Basic,Online,1,104,8,1954.25,312.81
CUST-10668,45.0,Male,New York,131643.19,Silver,Online,18,84,1,2284.55,451.98
CUST-10944,47.0,Male,Atlanta,52344.51,Basic,Mobile App,5,55,3,240.05,45.22
CUST-10405,27.0,Male,Austin,109706.26,Basic,In-Store,29,2,36,4431.17,155.28
CUST-11168,25.0,Female,Los Angeles,21683.46,Silver,Online,11,14,26,1501.85,43.74
CUST-10654,49.0,Male,New York,104542.77,Silver,Mobile App,26,60,8,1540.54,362.48
CUST-10565,47.0,Female,Los Angeles,96065.75,Basic,Online,10,16,4,1723.82,188.54
CUST-10588,32.0,Female,Portland,111910.02,Basic,Online,21,63,6,1423.08,271.14
CUST-10816,42.0,Male,Boston,47587.09,Basic,Online,3,113,3,182.1,37.77
CUST-10113,46.0,Female,Houston,31462.14,Basic,Mobile App,22,33,11,430.8,30.75
CUST-10784,30.0,Male,Portland,35084.28,Silver,In-Store,4,23,2,120.14,45.27
CUST-10174,43.0,Male,Los Angeles,42595.3,Basic,In-Store,42,18,14,500.13,48.35
CUST-10201,33.0,Female,Austin,34953.2,Basic,Mobile App,49,36,10,323.39,39.93
CUST-10013,50.0,Female,Phoenix,49211.64,Basic,Mobile App,16,1,6,494.81,17.24
CUST-11109,27.0,Female,Atlanta,38875.77,Basic,In-Store,18,16,26,711.74,55.08
CUST-10171,20.0,Female,Houston,54964.98,Platinum,Online,23,17,13,976.61,13.71
CUST-10722,66.0,Female,Miami,120362.95,Basic,In-Store,14,50,1,2024.78,304.42
CUST-10119,39.0,Female,Portland,33225.08,Silver,In-Store,25,12,14,533.3,29.31
CUST-11175,25.0,Male,Phoenix,33988.35,Gold,In-Store,12,16,16,757.38,32.41
CUST-10097,56.0,Female,Boston,30240.48,Basic,Mobile App,26,11,4,453.19,21.6
CUST-10833,28.0,Female,Phoenix,40997.93,Gold,In-Store,4,121,4,121.63,72.09
CUST-10836,37.0,Female,Atlanta,37114.22,Gold,Online,1,92,0,146.65,67.65
CUST-10521,48.0,Male,Seattle,91780.06,Silver,Mobile App,39,12,32,2834.57,146.25
CUST-10003,44.0,Female,New York,30621.14,Basic,In-Store,52,25,13,846.36,29.12
CUST-10526,47.0,Female,Seattle,90464.5,Basic,Mobile App,38,6,24,5009.41,208.29
CUST-10391,62.0,Female,Los Angeles,103050.01,Gold,Online,42,8,24,4335.97,71.11
CUST-10318,40.0,Male,Miami,28421.32,Silver,Online,38,11,7,707.55,24.06
CUST-10382,58.0,Female,Houston,116485.78,Gold,Online,40,5,25,5608.11,138.61
CUST-10424,36.0,Female,Phoenix,83184.85,Platinum,Online,55,4,28,3554.64,117.24
CUST-10525,63.0,Male,Portland,87912.76,Basic,Online,48,7,21,6529.9,171.87
CUST-10242,60.0,Female,Austin,35195.94,Basic,Mobile App,26,37,2,372.62,42.66
CUST-10799,35.0,Non-Binary,Atlanta,56478.31,Silver,Mobile App,5,63,2,115.2,16.44
CUST-10771,23.0,Female,Boston,40509.58,Basic,Online,1,24,0,41.85,81.95
CUST-11093,26.0,Female,Boston,40066.73,Basic,Online,21,9,15,345.94,13.27
CUST-10398,42.0,Male,Los Angeles,116760.02,Platinum,In-Store,74,5,30,4051.68,197.69
CUST-10397,49.0,Male,Atlanta,74474.95,Basic,Mobile App,40,8,26,7607.17,208.23
CUST-10477,39.0,Male,Boston,99743.46,Basic,Online,33,11,32,4276.73,147.52
CUST-10163,38.0,Female,Seattle,21744.45,Basic,Online,40,13,13,597.6,46.81
CUST-10559,47.0,Female,Phoenix,119878.9,Silver,In-Store,31,13,37,4365.01,158.87
CUST-10288,24.0,Male,Houston,39025.34,Basic,Online,35,31,10,661.24,27.36
